-2.329472012102663803e-01,1.558556450468103316e+00,0.000000000000000000e+00
9.502113065220331167e-01,-8.513721716132712780e-01,0.000000000000000000e+00
-1.140089703085268136e+00,1.048653695642559613e+00,1.000000000000000000e+00
-1.508468486215087889e+00,9.000803615145765990e-01,0.000000000000000000e+00
1.187021264851498614e+00,6.010952014691843814e-01,1.000000000000000000e+00
3.307846526779624208e-01,-6.657831769942248457e-01,0.000000000000000000e+00
4.492018173649708901e-01,-1.127597772755099426e+00,0.000000000000000000e+00
-6.324686976991538145e-01,-1.496539103432044993e+00,0.000000000000000000e+00
2.396769841998446227e-01,-5.928199816562372826e-01,1.000000000000000000e+00
-2.028372566468178775e-02,2.624491686405976965e-01,1.000000000000000000e+00
5.731512091651776997e-01,-1.716676855717359951e+00,0.000000000000000000e+00
1.683549963388871529e+00,1.637367012913821529e-01,0.000000000000000000e+00
-1.571892388871559021e+00,-2.730816770047806430e-01,0.000000000000000000e+00
-8.534165876033634746e-01,-9.460475741292084795e-01,1.000000000000000000e+00
-1.790367098733759987e-01,-1.394776332379469075e+00,0.000000000000000000e+00
3.897643212815718461e-01,-1.527618616704707000e+00,0.000000000000000000e+00
1.048040160929684772e+00,-4.311313802997303601e-01,1.000000000000000000e+00
-7.062607390234065807e-01,3.168716416953895609e-01,1.000000000000000000e+00
1.569340285464795759e+00,-1.182182974838333900e+00,1.000000000000000000e+00
8.642145942441513684e-01,-1.971653299632685711e-03,1.000000000000000000e+00
-1.450602922505262571e+00,-1.625159088817160313e+00,0.000000000000000000e+00
7.082903919923316804e-01,-1.432257674877458475e+00,0.000000000000000000e+00
-1.485185434723889752e+00,-4.966857023208889887e-02,1.000000000000000000e+00
-1.166694179791060604e+00,-6.450871606641030986e-01,1.000000000000000000e+00
-1.083216389046469663e+00,1.598290031966133951e+00,0.000000000000000000e+00
4.546191524109976512e-01,1.441881468234626595e+00,0.000000000000000000e+00
-8.026308123357591695e-01,-1.678219630005655660e-01,1.000000000000000000e+00
1.115997077872741494e+00,1.577377620651380763e+00,0.000000000000000000e+00
-5.820885262444428498e-01,3.225152228945695754e-01,0.000000000000000000e+00
7.060099585378666331e-01,-2.495171287583885789e-01,1.000000000000000000e+00
-1.661067781674519628e+00,5.970858351939386521e-01,0.000000000000000000e+00
-1.265720696959530711e+00,5.312879105870572660e-01,1.000000000000000000e+00
1.429588012061815849e+00,4.022611026308354210e-01,1.000000000000000000e+00
-1.173988085267555714e+00,1.090137479776286611e+00,0.000000000000000000e+00
-5.981194511926628543e-01,1.071702358245590903e+00,0.000000000000000000e+00
-1.242589094102331426e+00,1.015257890454405842e+00,0.000000000000000000e+00
7.530286666333625423e-01,-5.304514847657900711e-01,1.000000000000000000e+00
-3.360424230099180731e-02,-5.285195103430033736e-01,0.000000000000000000e+00
-1.227263188657209625e+00,-8.962200903450458223e-02,1.000000000000000000e+00
-1.153516888824239056e-01,-6.676701412602082941e-01,1.000000000000000000e+00
-1.420537757473152141e+00,3.868797471232543472e-01,1.000000000000000000e+00
-1.118810299613985482e+00,-1.662058761596461265e+00,0.000000000000000000e+00
-1.302594087366002018e+00,-3.091573176826064029e-01,0.000000000000000000e+00
1.664550993372054144e+00,1.450405699469216270e+00,0.000000000000000000e+00
1.346212927862120434e+00,1.254549195619391933e+00,0.000000000000000000e+00
-1.709522640609659305e+00,9.677444764689168144e-01,0.000000000000000000e+00
1.097696164203435965e+00,-6.482344093205782976e-01,1.000000000000000000e+00
-7.134976794462877248e-02,5.053793718671408808e-01,1.000000000000000000e+00
-2.188729229817553690e-01,-2.004214346452767859e-01,1.000000000000000000e+00
-1.257074198510425678e+00,-8.859088111604004334e-01,0.000000000000000000e+00
9.413715805054123642e-01,-1.656075873061379822e+00,1.000000000000000000e+00
4.648758805894004920e-01,-5.795909488327694037e-02,1.000000000000000000e+00
4.164610597988811502e-01,-2.764106974483460655e-01,0.000000000000000000e+00
1.376584471740021742e+00,-1.426460020449221044e+00,0.000000000000000000e+00
3.803309862512315731e-01,4.094627277193595427e-01,1.000000000000000000e+00
-8.949256988413158975e-01,1.629592864862935198e+00,0.000000000000000000e+00
-9.244877758823271119e-01,1.463957218986756459e+00,0.000000000000000000e+00
1.153533227868821925e-01,1.031979163706822744e+00,1.000000000000000000e+00
-1.319443183095594829e+00,-1.696043161142811950e+00,1.000000000000000000e+00
-1.780792759802800329e-01,1.255464979194350850e+00,0.000000000000000000e+00
-5.499640079477275956e-01,1.475483281448149109e+00,0.000000000000000000e+00
1.587215965663374417e-01,-8.106466355056917150e-01,1.000000000000000000e+00
